code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R8-HPKAPX-2,"NO PARKING 7-9A 4-6P TAZ EXC SAT-SUN-HOL, 2 H 9A-4P EXC SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-HPKAPX-2,"NO PARKING 7-9A 4-6P TAZ EXC SAT-SUN-HOL, 2 H 9A-4P EXC SUN-HOL",,120,9,16,7,1,1,1,1,1,1,,,,,
R8-HPKAX,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 4 H 9A-6P EXC SUN-HOL",,240,9,18,9,1,1,1,1,1,1,,,,,
R8-HPKAX,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 4 H 9A-6P EXC SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-HPKAX-1,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 3 H 9A-6P EXC SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-HPKAX-1,"NO PARKING 7-9A TAZ EXC SAT-SUN-HOL, 3 H 9A-6P EXC SUN-HOL",,180,9,18,9,1,1,1,1,1,1,,,,,
R8-HPKAX-2,"NO PARKING 6-9A TAZ EXC SAT-SUN-HOL, 2 H 9A-6P EXC SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-HPKAX-2,"NO PARKING 6-9A TAZ EXC SAT-SUN-HOL, 2 H 9A-6P EXC SUN-HOL",,120,9,18,9,1,1,1,1,1,1,,,,,
R8-HPKPX,"NO PARKING 3-7P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-HPKPX,"NO PARKING 3-7P TAZ EXC SAT-SUN-HOL, 2 H 7A-3P EXC SUN-HOL",,120,7,15,8,1,1,1,1,1,1,,,,,
R8-HPKPX-1,"NO PARKING 4-6P TAZ EXC SAT-SUN-HOL, 4 H 7A-4P EXC SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-HPKPX-1,"NO PARKING 4-6P TAZ EXC SAT-SUN-HOL, 4 H 7A-4P EXC SUN-HOL",,240,7,16,9,1,1,1,1,1,1,,,,,
R8-LUDPS,"30 M LOAD & UNLOAD ONLY 8A-6P EXC SUN-HOL, PAY @ PS, TAZ",,,8,18,10,1,1,1,1,1,1,,,,dropoff,
R8-LUDPS8,30 M LOAD & UNLOAD ONLY 8AM-8PM EXCEPT SUN - HOL PAY AT PAY STATION,,,8,20,12,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTA,30 M LOAD & UNLOAD ONLY 9AM-6PM EXCEPT SUN-HOL NO STOPS 7-9AM,,,9,18,9,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTAP,30 MINUTE LOAD AND UNLOAD ONLY 9AM-4PM EXCEPT SUN-HOL NO STOPS 7-9AM 4-6PM,,,9,16,7,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTAP,30 MINUTE LOAD AND UNLOAD ONLY 9AM-4PM EXCEPT SUN-HOL NO STOPS 7-9AM 4-6PM,,,7,9,2,1,1,1,1,1,1,,,,,
R8-LUDSTAP,30 MINUTE LOAD AND UNLOAD ONLY 9AM-4PM EXCEPT SUN-HOL NO STOPS 7-9AM 4-6PM,,,16,18,2,1,1,1,1,1,1,,,,,
R8-LUDSTP,30 MINUTE LOAD AND UNLOAD ONLY 8AM-4PM EXCEPT SUN-HOL NO STOPS 4-6PM,,,8,16,8,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTP,30 MINUTE LOAD AND UNLOAD ONLY 8AM-4PM EXCEPT SUN-HOL NO STOPS 4-6PM,,,16,18,2,1,1,1,1,1,1,,,,,
R8-LUDSTX,15 MINUTE LOAD AND UNLOAD ONLY NO STOPS 7-9A 3-7P EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX,15 MINUTE LOAD AND UNLOAD ONLY NO STOPS 7-9A 3-7P EXCEPT SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-1,30 MINUTE LOAD AND UNLOAD ONLY 9AM-3PM EXCEPT SUN-HOL NO STOPS 6-9AM 3-7PM EXCEPT SAT-SUN-HOL,,,9,15,6,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-1,30 MINUTE LOAD AND UNLOAD ONLY 9AM-3PM EXCEPT SUN-HOL NO STOPS 6-9AM 3-7PM EXCEPT SAT-SUN-HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-LUDSTX-1,30 MINUTE LOAD AND UNLOAD ONLY 9AM-3PM EXCEPT SUN-HOL NO STOPS 6-9AM 3-7PM EXCEPT SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-LUDSTX-2,"30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL,NO STOPS 3-6PM EXCEPT SAT-SUN-HOL",,,7,15,8,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-2,"30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL,NO STOPS 3-6PM EXCEPT SAT-SUN-HOL",,,15,18,3,1,1,1,1,1,,,,,,
R8-LUDSTX-3,"30 M LOAD & UNLOAD ONLY 9A-8P MON-FRI, 7A-8P SAT, NO STOPS 7-9AM",,,9,20,11,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-3,"30 M LOAD & UNLOAD ONLY 9A-8P MON-FRI, 7A-8P SAT, NO STOPS 7-9AM",,,7,20,13,,,,,,1,,,,dropoff,
R8-LUDSTX-3,"30 M LOAD & UNLOAD ONLY 9A-8P MON-FRI, 7A-8P SAT, NO STOPS 7-9AM",,,7,9,2,1,1,1,1,1,1,,,,,
R8-LUDSTX-4,15 MINUTE LOAD AND UNLOAD ONLY 9AM-10PM EXCEPT SUN-HOL NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,9,22,13,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-4,15 MINUTE LOAD AND UNLOAD ONLY 9AM-10PM EXCEPT SUN-HOL NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-LUDSTX-5,"30 M LOAD & UNLOAD ONLY 9AM-8PM MON-FRI 7AM-8PM SAT, NO STOPS 7-9AM EXC SAT-SUN-HOL",,,9,20,11,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-5,"30 M LOAD & UNLOAD ONLY 9AM-8PM MON-FRI 7AM-8PM SAT, NO STOPS 7-9AM EXC SAT-SUN-HOL",,,7,20,13,,,,,,1,,,,dropoff,
R8-LUDSTX-5,"30 M LOAD & UNLOAD ONLY 9AM-8PM MON-FRI 7AM-8PM SAT, NO STOPS 7-9AM EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-LUDSTX-6,15 MINUTE LOAD AND UNLOAD ONLY 7-9AM 4-8PM EVERYDAY 30 MINUTE TRUCK LOAD ONLY 9AM-4PM EVERYDAY,,,7,20,13,,,,,,,,1,,dropoff,
R8-LUDSTX-7,30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,7,15,8,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-7,30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-LUDSTX-8,30 minute load and unload only 9am-6pm mon-fri 7am-6pm sat no stops 6-9am except sat-sun-hol,,,9,18,9,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-8,30 minute load and unload only 9am-6pm mon-fri 7am-6pm sat no stops 6-9am except sat-sun-hol,,,7,18,11,,,,,,1,,,,dropoff,
R8-LUDSTX-8,30 minute load and unload only 9am-6pm mon-fri 7am-6pm sat no stops 6-9am except sat-sun-hol,,,6,9,3,1,1,1,1,1,,,,,,
R8-LUDSTX-9,30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL NO STOPS 3-6PM EXCEPT SAT-SUN-HOL,,,7,15,8,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-9,30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL NO STOPS 3-6PM EXCEPT SAT-SUN-HOL,,,15,18,3,1,1,1,1,1,,,,,,
R8-LUDSTX-10,"30 M LOAD & UNLOAD ONLY 9AM-3PM EXC SUN-HOL, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,9,15,6,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-10,"30 M LOAD & UNLOAD ONLY 9AM-3PM EXC SUN-HOL, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,6,9,3,1,1,1,1,1,,,,,,
R8-LUDSTX-10,"30 M LOAD & UNLOAD ONLY 9AM-3PM EXC SUN-HOL, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-LUDSTX-11,"30 M LOAD & UNLOAD ONLY 9A-3P 7-8P MON-FRI 7A-8P SAT, NO STOPS 7-9A 3-7P EXC SAT-SUN-HOL",,,9,15,6,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-11,"30 M LOAD & UNLOAD ONLY 9A-3P 7-8P MON-FRI 7A-8P SAT, NO STOPS 7-9A 3-7P EXC SAT-SUN-HOL",,,19,20,1,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-11,"30 M LOAD & UNLOAD ONLY 9A-3P 7-8P MON-FRI 7A-8P SAT, NO STOPS 7-9A 3-7P EXC SAT-SUN-HOL",,,7,20,13,,,,,,1,,,,dropoff,
R8-LUDSTX-11,"30 M LOAD & UNLOAD ONLY 9A-3P 7-8P MON-FRI 7A-8P SAT, NO STOPS 7-9A 3-7P EXC SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,,
R8-LUDSTX-11,"30 M LOAD & UNLOAD ONLY 9A-3P 7-8P MON-FRI 7A-8P SAT, NO STOPS 7-9A 3-7P EXC SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-LUDSTX-12,"30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL, NO STOPS 3-7PM EXCEPT SAT-SUN-HOL",,,7,15,8,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-12,"30 MINUTE LOAD AND UNLOAD ONLY 7AM-3PM EXCEPT SUN-HOL, NO STOPS 3-7PM EXCEPT SAT-SUN-HOL",,,15,19,4,1,1,1,1,1,,,,,,
R8-LUDSTX-13,15 MINUTE LOAD AND UNLOAD ONLY 9AM-10PM EXCEPT SUN-HOL NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,9,22,13,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-13,15 MINUTE LOAD AND UNLOAD ONLY 9AM-10PM EXCEPT SUN-HOL NO STOPS 7-9AM EXCEPT SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,,
R8-LUDSTX-14,30 MINUTE LOAD AND UNLOAD ONLY 9AM-6PM M-F 7AM-6PM SAT NO STOPS 6-9AM EXCEPT SAT-SUN-HOL,,,9,18,9,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-14,30 MINUTE LOAD AND UNLOAD ONLY 9AM-6PM M-F 7AM-6PM SAT NO STOPS 6-9AM EXCEPT SAT-SUN-HOL,,,7,18,11,,,,,,1,,,,dropoff,
R8-LUDSTX-14,30 MINUTE LOAD AND UNLOAD ONLY 9AM-6PM M-F 7AM-6PM SAT NO STOPS 6-9AM EXCEPT SAT-SUN-HOL,,,6,9,3,1,1,1,1,1,,,,,,
R8-LUDSTX-15,"30 M LOAD & UNLOAD ONLY 7AM-4PM 6-8PM, MON-FRI 7AM-8PM SAT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,,7,16,9,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-15,"30 M LOAD & UNLOAD ONLY 7AM-4PM 6-8PM, MON-FRI 7AM-8PM SAT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,,18,20,2,1,1,1,1,1,,,,,dropoff,
R8-LUDSTX-15,"30 M LOAD & UNLOAD ONLY 7AM-4PM 6-8PM, MON-FRI 7AM-8PM SAT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,,7,20,13,,,,,,1,,,,dropoff,
R8-LUDSTX-15,"30 M LOAD & UNLOAD ONLY 7AM-4PM 6-8PM, MON-FRI 7AM-8PM SAT, NO STOPS 4-6PM EXC SAT-SUN-HOL",,,16,18,2,1,1,1,1,1,,,,,,
R8-LUDSTX-16,30 MINUTE LOAD AND UNLOAD ONLY 6AM-3PM EXCEPT SUN-HOL NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,6,15,9,1,1,1,1,1,1,,,,dropoff,
R8-LUDSTX-16,30 MINUTE LOAD AND UNLOAD ONLY 6AM-3PM EXCEPT SUN-HOL NO STOPS 3-7PM EXCEPT SAT-SUN-HOL,,,15,19,4,1,1,1,1,1,,,,,,
R8-LUL,30 M LOAD AND UNLOAD ONLY TAZ,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULD,"30 M LOAD & UNLOAD ONLY 7A-6P EXC SUN-HOL, TAZ",,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULD-1,"30 M LOAD & UNLOAD ONLY 6A-6P EXC SUN-HOL, TAZ",,,6,18,12,1,1,1,1,1,1,,,,dropoff,
R8-LULD8PM,"30 M LOAD & UNLOAD ONLY 7A-8P EXC SUN-HOL, TAZ",,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-LULDX,"30 M LOAD & UNLOAD ONLY 8A-6P EXC SUN-HOL, TAZ",,,8,18,10,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-1,"30 M LOAD & UNLOAD ONLY 7A-8P EXC SUN-HOL, TAZ",,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-2,15 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EXCEPT SUN HOL,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-3,"15 M LOAD & UNLOAD ONLY 7-9AM 4-8PM EVERYDAY, 30 M TRUCK LOAD ONLY 9AM-4PM EVERYDAY",,,7,20,13,,,,,,,,1,,dropoff,
R8-LULDX-4,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EXCEPT SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-5,"15 M LOAD & UNLOAD ONLY 6A-7P EXC SUN-HOL,  ",,,6,19,13,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-6,"30 M LOAD & UNLOAD ONLY 8A-8P EXC SUN-HOL, ",,,8,20,12,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-7,"30 MINUTE LOAD AND UNLOAD ONLY 9 AM - 2 PM MON THRU FRI, NO PARKING ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULDX-8,"30 MINUTE,LOAD AND,UNLOAD,ONLY,7AM-7PM,EXCEPT SUN-HOL,",,,7,19,12,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-9,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM  EXCEPT SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-10,"15 MINUTE,LOAD AND,UNLOAD,ONLY,7AM-6PM,EXCEPT SUN-HOL,",,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-11,15 M LOAD & UNLOAD ONLY 7AM-6PM EXC SUN-HOL ,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-12,30 MINUTE PASSENGER LOAD AND UNLOAD ONLY 6-10AM M-F 10AM-6PM MON-SAT,,,6,10,4,1,1,1,1,1,,,,,dropoff,
R8-LULDX-12,30 MINUTE PASSENGER LOAD AND UNLOAD ONLY 6-10AM M-F 10AM-6PM MON-SAT,,,10,18,8,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-13,"30 M LOAD & UNLOAD ONLY 7A-6P EXC SAT-SUN, TAZ",,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-14,30 MINUTE LOAD AND UNLOAD ONLY NO STOPS,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULDX-15,30 M LOAD & UNLOAD ONLY 7A-8P EXC SUN-HOL TAZ,,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-16,"30 M LOAD & UNLOAD ONLY 7A-9P EXC SAT-SUN, TAZ",,,7,21,14,1,1,1,1,1,,,,,dropoff,
R8-LULDX-17,30 MINUTE LOAD AND UNLOAD ONLY 7AM-7PM MON-FRI  ,,,7,19,12,1,1,1,1,1,,,,,dropoff,
R8-LULDX-18,30 M LOAD & UNLOAD ONLY 8A-8P EXC SUN-HOL TAZ,,,8,20,12,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-19,30 MINUTE LOAD AND UNLOAD ONLY 8AM-5PM EXP SAT SUN HOL,,,8,17,9,1,1,1,1,1,,,,,dropoff,
R8-LULDX-20,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EVERYDAY,,,7,18,11,,,,,,,,1,,dropoff,
R8-LULDX-21,"30 M LOAD & UNLOAD ONLY 6A-6P EXC SAT-SUN, TAZ",,,6,18,12,1,1,1,1,1,,,,,dropoff,
R8-LULDX-22,30 MINUTE LOAD AND UNLOAD ONLY 10AM-7PM EVERYDAY,,,10,19,9,,,,,,,,1,,dropoff,
R8-LULDX-23,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EVERYDAY [TOW-AWAY] ,,,7,18,11,,,,,,,,1,,dropoff,
R8-LULDX-24,"15 M LOAD & UNLOAD ONLY 7A-6P EXC SUN-HOL, TAZ ",,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-25,"30 M LOAD & UNLOAD ONLY 8A-6P EXC SUN-HOL,TAZ",,,8,18,10,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-26,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EXCEPT SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-27,15 MIN LOAD AND UNLOAD ONLY 7AM-6PM EXC SAT SUN HOL,,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-28,30 MINUTE LOAD AND UNLOAD ONLY 8 AM - 5 PM EXCEPT SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,dropoff,
R8-LULDX-29,"30 MINUTE LOAD AND UNLOAD ONLY 7AM - 10PM,EXCEPT SUN-HOL",,,7,22,15,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-30,"30 M LOAD & UNLOAD ONLY 6A-6P EXC SAT-SUN, TAZ",,,6,18,12,1,1,1,1,1,,,,,dropoff,
R8-LULDX-31,30 MIN LOAD AND UNLOAD ONLY 7AM-7PM EVERYDAY,,,7,19,12,,,,,,,,1,,dropoff,
R8-LULDX-32,30 minute load and unload only 7a-6p everyday,,,7,18,11,,,,,,,,1,,dropoff,
R8-LULDX-33,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EXCEPT SUN-HOL [LT ARROW] ,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-34,3 MINUTE PASSENGER AND UNLOAD ONLY 6-10AM M-F 30 MINUTE LOAD AND UNLOAD ONLY 10AM-6PM MON-SAT,,,6,10,4,1,1,1,1,1,,,,,dropoff,
R8-LULDX-34,3 MINUTE PASSENGER AND UNLOAD ONLY 6-10AM M-F 30 MINUTE LOAD AND UNLOAD ONLY 10AM-6PM MON-SAT,,,10,18,8,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-35,30 MINUTE LOAD AND UNLOAD ONLY 7 AM - 6 PM EVERYDAY,,,7,18,11,,,,,,,,1,,dropoff,
R8-LULDX-36,30 MINUTE LOAD AND UNLOAD ONLY 8A-4P EXP SAT SUN HOL,,,8,16,8,1,1,1,1,1,,,,,dropoff,
R8-LULDX-37,"15 M LOAD & UNLOAD ONLY 7-10AM 4-8PM EVERYDAY, 30 M TRUCK LOAD ONLY 10AM-4PM EVERYDAY",,,7,20,13,,,,,,,,1,,dropoff,
R8-LULDX-38,"30 M LOAD & UNLOAD ONLY 7A-6P EXC SAT-SUN-HOL, TAZ",,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-39,15 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EXCEPT SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-40,"30 M LOAD & UNLOAD ONLY 7A-9P EVERYDAT,  ",,,7,21,14,,,,,,,,1,,dropoff,
R8-LULDX-41,30 MINUTE LOAD AND UNLOAD ONLY 8AM-8PM EXCEPT SUN-HOL,,,8,20,12,1,1,1,1,1,1,,,,dropoff,
R8-LULDX-42,30 M LOAD & UNLOAD ONLY 9-10AM 3-4PM MON-FRI,,,9,10,1,1,1,1,1,1,,,,,dropoff,
R8-LULDX-42,30 M LOAD & UNLOAD ONLY 9-10AM 3-4PM MON-FRI,,,15,16,1,1,1,1,1,1,,,,,dropoff,
R8-LULDX-43,15 MINUTE LOAD AND UNLOAD ONLY 6A-6P EXP SAT SUN HOL,,,6,18,12,1,1,1,1,1,,,,,dropoff,
R8-LULDX-44,30 MINUTE 8 AM - 2 PM EXCEPT SAT-SUN-HOL,,,8,14,6,1,1,1,1,1,,,,,dropoff,
R8-LULDX-45,30 minute load and unload only 7am-6pm except sat-sun-hol,,,7,18,11,1,1,1,1,1,,,,,dropoff,
R8-LULDX-46,30 MINUTE LOAD AND UNLOAD ONLY 24 HOURS EVERYDAY,,,7,20,13,,,,,,,,1,,dropoff,
R8-LULSTA,30 MINUTE LOAD AND UNLOAD ONLY NO STOPS 7-9AM,,,7,9,2,,,,,,,,1,,dropoff,
R8-LULSTAP,30 MINUTE LOAD AND UNLOAD ONLY NO STOPS 7-9AM 4-6PM,,,7,9,2,,,,,,,,1,,dropoff,
R8-LULSTAP,30 MINUTE LOAD AND UNLOAD ONLY NO STOPS 7-9AM 4-6PM,,,16,21,5,,,,,,,,1,,dropoff,
R8-LULSTP,30 MINUTE LOAD AND UNLOAD ONLY NO STOPS 4-6PM,,,16,18,2,,,,,,,,1,,dropoff,
R8-LULX,"30 M LOAD & UNLOAD ONLY EVERYDAY, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-1,30 M LOAD & UNLOAD ONLY 6A-11A NO MOTOR VEHICLES 11A-6A,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-2,"15 M LOAD & UNLOAD ONLY 9AM-7PM, 3 MIN PASSENGER LOAD ONLY 7PM-9AM",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-3,"15 M LOAD & UNLOAD ONLY EVERYDAY, ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-4,"30 M LOAD & UNLOAD ONLY 6A-10P EVERYDAY, TAZ",,,6,22,16,,,,,,,,1,,dropoff,
R8-LULX-5,"30 M LOAD & UNLOAD ONLY 9A-9P EVERYDAY, TAZ",,,9,21,12,,,,,,,,1,,dropoff,
R8-LULX-6,"15 M LOAD & UNLOAD ONLY EVERYDAY, ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-7,30 MINUTE LOAD AND UNLOAD ONLY 7AM-6PM EVERYDAY,,,7,18,11,,,,,,,,1,,dropoff,
R8-LULX-8,"15 M LOAD & UNLOAD ONLY EVERYDAY, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-9,"30 M LOAD & UNLOAD ONLY 7A-6P EVERYDAY, TAZ",,,7,18,11,,,,,,,,1,,dropoff,
R8-LULX-10,30 M LOAD & UNLOAD ONLY 6A-11A NO MOTOR VEHICLES 11A-6A,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-11,30 MINUTE LOAD AND UNLOAD ONLY 24 HOURS EVERYDAY,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-12,"30 M LOAD & UNLOAD ONLY 9A-9P EVERYDAY, TAZ",,,9,21,12,,,,,,,,1,,dropoff,
R8-LULX-13,"30 MIN LUL 6A-11A, NO MOTOR VEHICLES 11A-6A",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-14,"30 M LOAD & UNLOAD ONLY ,9AM-5PM,TUES-FRI TAZ",,,9,17,8,,1,1,1,1,,,,,dropoff,
R8-LULX-15,"30 MINUTE LOAD AND UNLOAD ONLY 7 AM - 7 PM, MON-SAT, NO PARKING ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-16,"30 MINUTE,LOAD AND UNLOAD,11AM-1AM, TAZ",,,11,24,13,,,,,,,,1,,dropoff,
R8-LULX-16,"30 MINUTE,LOAD AND UNLOAD,11AM-1AM, TAZ",,,0,1,1,,,,,,,,1,,dropoff,
R8-LULX-17,"15 MINUTE,LOAD AND,UNLOAD,ONLY,EVERYDAY",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-18,"15 M LOAD & UNLOAD ONLY 10A-10P MON-SAT, TAZ",,,10,22,12,1,1,1,1,1,1,,,,dropoff,
R8-LULX-19,"30 M LOAD & UNLOAD ONLY 9A-9P EVERYDAY, TAZ",,,9,21,12,,,,,,,,1,,dropoff,
R8-LULX-20,"15 M LOAD & UNLOAD ONLY 7AM-8PM EXC SUN-HOL, ",,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-LULX-21,30 MINUTE LOAD AND UNLOAD ONLY 24 HOURS EVERYDAY,,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-22,"30 M LOAD & UNLOAD ONLY EVERYDAY, TAZ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-23,15 MINUTE LOAD AND UNLOAD ONLY 7AM-8PM EXCEPT SUN-HOL,,,7,20,13,1,1,1,1,1,1,,,,dropoff,
R8-LULX-24,"30 M LOAD & UNLOAD ONLY 7AM-6PM EVERYDAY, TAZ",,,7,18,11,,,,,,,,1,,dropoff,
R8-LULX-25,"15 M LOAD & UNLOAD ONLY EVERYDAY, ",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-26,30 MINUTE LOAD AND UNLOAD ONLY 10A-9P EXC SUN-HOL,,,10,21,11,1,1,1,1,1,1,,,,dropoff,
R8-LULX-27,"30 M LOAD & UNLOAD ONLY, 6AM-11AM, NO MOTOR VEHICLES 11AM-6AM",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-28,"30 M LOAD & UNLOAD ONLY 7AM-6PM EVERYDAY,  ",,,7,18,11,,,,,,,,1,,dropoff,
R8-LULX-29,"30 M LOAD & UNLOAD ONLY, 9AM-10PM, EVERYDAY,",,,9,22,13,,,,,,,,1,,dropoff,
R8-LULX-30,"30 M LOAD AND UNLOAD ONLY 5A-7P,EVERYDAY,[TOW-AWAY] ",,,5,19,14,,,,,,,,1,,dropoff,
R8-LULX-31,"15 M LOAD & UNLOAD ONLY EVERYDAY, [CAR BEING TOWED",,,0,24,24,,,,,,,,1,,dropoff,
R8-LULX-32,30 MINUTE LOAD AND UNLOAD ONLY 9AM - 10PM EVERYDAY  PHONE  (206) 684-5444,,,9,22,13,,,,,,,,1,,dropoff,
R8-LULX-33,"30 M LOAD & UNLOAD ONLY 7A-10P EXC SUN-HOL, TAZ",,,7,22,15,1,1,1,1,1,1,,,,dropoff,
